album_order,sticker_code,collection_group,section,subset,country_code,country_name,sticker_number,sticker_title,player_name,sticker_type,variant,region,album_required,track_in_mvp,is_foil,source,source_url,notes
115,BIH6,main_album,team,main_checklist,BIH,Bosnia and Herzegovina,6,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
116,BIH7,main_album,team,main_checklist,BIH,Bosnia and Herzegovina,7,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
117,BIH8,main_album,team,main_checklist,BIH,Bosnia and Herzegovina,8,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
118,BIH9,main_album,team,main_checklist,BIH,Bosnia and Herzegovina,9,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
119,BIH10,main_album,team,main_checklist,BIH,Bosnia and Herzegovina,10,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
120,BIH11,main_album,team,main_checklist,BIH,Bosnia and Herzegovina,11,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
121,BIH12,main_album,team,main_checklist,BIH,Bosnia and Herzegovina,12,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
122,BIH13,main_album,team,main_checklist,BIH,Bosnia and Herzegovina,13,Team Photo,,team_photo,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
123,BIH14,main_album,team,main_checklist,BIH,Bosnia and Herzegovina,14,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
124,BIH15,main_album,team,main_checklist,BIH,Bosnia and Herzegovina,15,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
125,BIH16,main_album,team,main_checklist,BIH,Bosnia and Herzegovina,16,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
126,BIH17,main_album,team,main_checklist,BIH,Bosnia and Herzegovina,17,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
127,BIH18,main_album,team,main_checklist,BIH,Bosnia and Herzegovina,18,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
128,BIH19,main_album,team,main_checklist,BIH,Bosnia and Herzegovina,19,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
129,BIH20,main_album,team,main_checklist,BIH,Bosnia and Herzegovina,20,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
130,QAT1,main_album,team,main_checklist,QAT,Qatar,1,Team Logo,,team_logo,standard,global,TRUE,TRUE,True,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
131,QAT2,main_album,team,main_checklist,QAT,Qatar,2,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
132,QAT3,main_album,team,main_checklist,QAT,Qatar,3,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
133,QAT4,main_album,team,main_checklist,QAT,Qatar,4,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
134,QAT5,main_album,team,main_checklist,QAT,Qatar,5,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
135,QAT6,main_album,team,main_checklist,QAT,Qatar,6,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
136,QAT7,main_album,team,main_checklist,QAT,Qatar,7,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
137,QAT8,main_album,team,main_checklist,QAT,Qatar,8,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
138,QAT9,main_album,team,main_checklist,QAT,Qatar,9,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
139,QAT10,main_album,team,main_checklist,QAT,Qatar,10,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
140,QAT11,main_album,team,main_checklist,QAT,Qatar,11,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
141,QAT12,main_album,team,main_checklist,QAT,Qatar,12,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
142,QAT13,main_album,team,main_checklist,QAT,Qatar,13,Team Photo,,team_photo,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
143,QAT14,main_album,team,main_checklist,QAT,Qatar,14,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
144,QAT15,main_album,team,main_checklist,QAT,Qatar,15,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
145,QAT16,main_album,team,main_checklist,QAT,Qatar,16,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
146,QAT17,main_album,team,main_checklist,QAT,Qatar,17,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
147,QAT18,main_album,team,main_checklist,QAT,Qatar,18,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
148,QAT19,main_album,team,main_checklist,QAT,Qatar,19,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
149,QAT20,main_album,team,main_checklist,QAT,Qatar,20,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
150,SUI1,main_album,team,main_checklist,SUI,Switzerland,1,Team Logo,,team_logo,standard,global,TRUE,TRUE,True,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
151,SUI2,main_album,team,main_checklist,SUI,Switzerland,2,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
152,SUI3,main_album,team,main_checklist,SUI,Switzerland,3,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
153,SUI4,main_album,team,main_checklist,SUI,Switzerland,4,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
154,SUI5,main_album,team,main_checklist,SUI,Switzerland,5,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
155,SUI6,main_album,team,main_checklist,SUI,Switzerland,6,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
156,SUI7,main_album,team,main_checklist,SUI,Switzerland,7,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
157,SUI8,main_album,team,main_checklist,SUI,Switzerland,8,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
158,SUI9,main_album,team,main_checklist,SUI,Switzerland,9,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
159,SUI10,main_album,team,main_checklist,SUI,Switzerland,10,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
160,SUI11,main_album,team,main_checklist,SUI,Switzerland,11,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
161,SUI12,main_album,team,main_checklist,SUI,Switzerland,12,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
162,SUI13,main_album,team,main_checklist,SUI,Switzerland,13,Team Photo,,team_photo,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
163,SUI14,main_album,team,main_checklist,SUI,Switzerland,14,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
164,SUI15,main_album,team,main_checklist,SUI,Switzerland,15,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
165,SUI16,main_album,team,main_checklist,SUI,Switzerland,16,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
166,SUI17,main_album,team,main_checklist,SUI,Switzerland,17,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
